file_name,caption
4719061053.jpg,A fireman is lifting up a red item designed to block off an area.
4719086173.jpg,A group of firemen move about in a restricted area.
4719170123.jpg,A fireman looks toward a building that has been evacuated as groups of the people look on.
4719224571.jpg,A woman wearing a purple dress with a blue backpack fixes her hair while wearing sunglasses
4719228856.jpg,A man walks by a mural of a ferret on a brick wall.
4719291633.jpg,An older man wearing with a beard wearing a beret and a tan coat is reading the newspaper.
4719570319.jpg,"Two men wearing glasses have several microphones, including a Fox Chicago News microphone, being held up toward them."
4719638239.jpg,A firefighter is looking down into an underground path.
4719894224.jpg,A senior firefighter stands behind a firetruck as a building looms behind.
4719923434.jpg,A elderly man wearing a blue sweater is surrounded by pigeons on the street.
4720263308.jpg,A firefighter is walking with his head down on a street corner.
4720419009.jpg,Many people wearing helmets are driving mopeds.
4720425886.jpg,A woman wearing a black smock pours steamed milk into a cup while a guy wearing a black smock uses an espresso machine.
4720431530.jpg,A small group of people wait to board an MTA bus.
4720434241.jpg,"A group of people wearing helmets stands in front of a meat vendor, next to a row of scooters."
4720656722.jpg,Firemen using the jaws of life on a red car.
4720666564.jpg,"A street of brown stone buildings behind a black fence with a banner reading ""dick bruna huis"" on them."
4720749611.jpg,A woman in a floral print blouse talks on her cellphone on the sidewalk.
4720874231.jpg,"A group of men sit in a small canoe while two of the men, one with a shirt on his head, paddle."
4720880128.jpg,A woman with a yellow shirt and a white skirt has her dog on a corner with another lady in jeans with a dog.
4720926155.jpg,"A man in a blue collared shirt reaches to his back, his face obscured, in front of a body of water containing a sailboat, illuminated by a pink-tinted sky."
4720956679.jpg,A dark-haired man in a brown t-shirt walking on the street.
4720969701.jpg,A man sleeps on a bus stop bench next to a sign of the A team movie.
4721002709.jpg,A group of children are transporting large bricks with a makeshift wagon.
4721024443.jpg,"A man in red with a satchel slung on his back, walks on the tree-lined sidewalk and is heading to the water."
4721088452.jpg,A man in a green hat stands in front of an ornate building facade.
4721129565.jpg,"Two men and one woman hiker, all dressed in T-shirts and shorts, pose in front of a trail map in the snow."
4721142101.jpg,A woman reading in the park with her shoes off.
4721414369.jpg,"People viewing a sculpture with a man without a face, but with a suit, tie, glasses and a hat holding a multi color umbrella"
4721499513.jpg,A couple talking together having drinks in a quiet booth.
472152529.jpg,An Asian boy stands on a street corner and looks at his electronic device.
4721533619.jpg,A man with a tuxedo and top hat on stands in the middle of a busy terminal.
4721642270.jpg,A woman is standing near lines of clothing by the seaside.
4721644032.jpg,A man with a suitcase is standing in the middle of an airport with a big board of flight schedules in the background.
4721682484.jpg,Two men on the beach attempting to throw pillows into targeted holes.
4722112812.jpg,Two adult men in black t-shirt and loud tunics hold smoking torches in preparation for an act of entertainment or celebration in a forested environment.
4722126574.jpg,A small car drives on two wheels on a village street.
4722128127.jpg,City workers doing repairs.
4722129285.jpg,A woman is taking a picture of a large statue.
4722201236.jpg,A man is bending over to get water at a fountain behind a bronze statue that is reaching out over the fountain.
4722363751.jpg,Two women and a man standing at a stoplight.
4722562562.jpg,A boy and a woman in white walk around with tennis rackets.
4722714581.jpg,Two men in red shirts carrying a glass pane across a street crosswalk.
472298482.jpg,Silhouettes of people in dark place
4723023590.jpg,A man wearing an apron cooking pasta in a kitchen.
4723793715.jpg,A man dressed in orange speaks to a small outdoor crowd at a festival.
4723845405.jpg,A young child dressed in yellow dances among a group of people gathered outside.
472396131.jpg,A small white dog holds a bird in its mouth as it runs in a field.
4724041341.jpg,The elderly lady in the green dress walks down the street while using a cane to support herself.
4724156083.jpg,Young Los Angeles Lakers fans stand on top of a car waving Lakers banners in the middle of a crowd of fans.
4724221486.jpg,"A woman wearing a gray jacket and blue shirt, and a man wearing a yellow shirt and blue pants are standing on the side of the road in a city setting, waiting for a public bus to come by and pick them up, or for the bus to pass so they can cross the road."
472435599.jpg,A woman in a red sweater carries fabric and walks through the mud.
4724702832.jpg,A black man in a white shirt walks down the sidewalk.
472496249.jpg,A Muslim woman lies down in the desolate sands of a desert.
4724988408.jpg,"Two people, male and female, dressed in office wear walking along a sidewalk."
4724995701.jpg,Older man sits and plays the accordion while young girl watches.
4724997329.jpg,A man in a restaurant playing an accordion.
4725000343.jpg,A man beneath a red and white tent about to sit down.
4725001619.jpg,"A crowd of people sit in chairs outdoors, with a city scene and a bridge in the immediate background."
4725002777.jpg,People eating under a striped red and white overhang.
4725006515.jpg,A couple is shopping at an indoor market.
4725026501.jpg,A man in a gray jacket and blue cap shops with other people at the fish market.
4725033521.jpg,A woman in a white and gray striped shirt and gray slacks shops at a market.
4725046541.jpg,An old woman in a blue sweater and black dress sits on a bench.
4725075735.jpg,A woman in black and high heels with a red bag is walking.
4725077313.jpg,People out enjoying drinks and conversation while sitting at an outdoor restaurant patio.
4725078805.jpg,A woman in a blue jacket taking a picture.
4725183955.jpg,A man wearing a green hoodie sweatshirt and large earphones is standing on a sidewalk listening to something on a portable music player.
4725325505.jpg,"The back of a woman with blue dreadlocks and a colored checkered backpack, sitting and facing a crowd of people."
472535997.jpg,Two little girls wearing pink outfits dance together.
4725459622.jpg,Men in fancy military uniforms are riding through a field on horseback.
4725650100.jpg,People enjoy shopping fresh produce at a farmers market.
4725655790.jpg,People shopping in the meat section of a grocery store.
4725662892.jpg,Several shoppers milling around a large indoor market space.
4725668536.jpg,Employees of a bagel shop making bagels.
4725670422.jpg,People looking at a counter of goods with flags from different countries hanging from the ceiling.
4725672154.jpg,Workers in a kitchen at a restaurant are visible through a storefront window.
4725674022.jpg,The preparation and bakery areas of a commercial retail bagel shop.
4725675686.jpg,A woman carrying shopping bags stops at the meat counter of her grocery store.
4725679036.jpg,An older oriental man wearing a blue shirt and white hat is browsing in a market with two other people.
4725687806.jpg,Shoppers walking down an isle of a grocery store.
4725689830.jpg,There are a variety of produce goods at a market.
4725691880.jpg,A produce market displaying wares and colorful flags.
4725695244.jpg,Two ladies with a stroller standing in front of a deli counter in a market.
4725723908.jpg,A long-haired gentleman in shorts walking down the street with a cane.
4725724882.jpg,A man with a suitcase holds paper as he sits by a marina.
4725884184.jpg,A man in red walking under a pizza inn and looking sad with his head down.
4725965235.jpg,A large group of people are dancing outdoors in a tropical environment.
4726019778.jpg,"A young girl in a summer dress sprays a stream of water from a blue and green hose over several potted plants, one in pink bloom."
